code,code_variant,rarity,type,life,name,color,cost,power,counter,feature,character_type,description,trigger,image
OP05-117,OP05-117,UC,STAGE,,Upper Yard,Yellow,1,-,-,Sky Island,-,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Sky Island} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-117.png?240524
OP05-118,OP05-118,SEC,CHARACTER,,Kaido,Blue,10,12000,-,The Four Emperors/Animal Kingdom Pirates,Special,[On Play] Draw 4 cards if your opponent has 3 or less Life cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-118.png?240524
OP05-118,OP05-118_p1,SEC,CHARACTER,,Kaido,Blue,10,12000,-,The Four Emperors/Animal Kingdom Pirates,Special,[On Play] Draw 4 cards if your opponent has 3 or less Life cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-118_p1.png?240524
OP05-119,OP05-119,SEC,CHARACTER,,Monkey.D.Luffy,Purple,10,12000,-,The Four Emperors/Straw Hat Crew,Strike,"[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.[Activate: Main] [Once Per Turn] ➀: Add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-119.png?240524
OP05-119,OP05-119_p1,SEC,CHARACTER,,Monkey.D.Luffy,Purple,10,12000,-,The Four Emperors/Straw Hat Crew,Strike,"[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.[Activate: Main] [Once Per Turn] ➀: Add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-119_p1.png?240524
OP05-119,OP05-119_p2,SEC,CHARACTER,,Monkey.D.Luffy,Purple,10,12000,-,The Four Emperors/Straw Hat Crew,Strike,"[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.[Activate: Main] [Once Per Turn] ➀: Add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-119_p2.png?240524
ST01-012,ST01-012_p2,SR,CHARACTER,,Monkey.D.Luffy,Red,5,6000,-,Supernovas/Straw Hat Crew,Strike,[Rush] (This card can attack on the turn in which it is played.)[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST01-012_p2.png?240524
ST01-012,ST01-012_p3,SR,CHARACTER,,Monkey.D.Luffy,Red,5,6000,-,Supernovas/Straw Hat Crew,Strike,[Rush] (This card can attack on the turn in which it is played.)[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.,,https://en.onepiece-cardgame.com../images/cardlist/card/ST01-012_p3.png?240524
OP01-047,OP01-047_p2,SP CARD,CHARACTER,,Trafalgar Law,Green,5,6000,-,Supernovas/Heart Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-047_p2.png?240524
OP01-078,OP01-078_p2,SP CARD,CHARACTER,,Boa Hancock,Blue,4,5000,1000,The Seven Warlords of the Sea/Kuja Pirates,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [When Attacking]/[On Block] Draw 1 card if you have 5 or less cards in your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-078_p2.png?240524
OP02-004,OP02-004_p2,SP CARD,CHARACTER,,Edward.Newgate,Red,9,10000,-,The Four Emperors/Whitebeard Pirates,Special,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-004_p2.png?240524
OP02-085,OP02-085_p2,SP CARD,CHARACTER,,Magellan,Purple,5,6000,-,Impel Down,Special,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck.[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-085_p2.png?240524
OP02-099,OP02-099_p2,SP CARD,CHARACTER,,Sakazuki,Black,6,7000,-,Navy,Special,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-099_p2.png?240524
OP04-001,OP04-001,L,LEADER,5,Nefeltari Vivi,Red/Blue,,5000,-,Alabasta,Slash,This Leader cannot attack.[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Draw 1 card and up to 1 of your Characters gains [Rush] during this turn.(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-001.png?240524
OP04-001,OP04-001_p1,L,LEADER,5,Nefeltari Vivi,Red/Blue,,5000,-,Alabasta,Slash,This Leader cannot attack.[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Draw 1 card and up to 1 of your Characters gains [Rush] during this turn.(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-001_p1.png?240524
OP04-002,OP04-002,R,CHARACTER,,Igaram,Red,2,3000,1000,Alabasta,Ranged,"[Activate: Main] You may rest this Character and give your 1 active Leader −5000 power during this turn: Look at 5 cards from the top of your deck; reveal up to 1 {Alabasta} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-002.png?240524
OP04-003,OP04-003,UC,CHARACTER,,Usopp,Red,4,5000,1000,Alabasta/Straw Hat Crew,Wisdom,[On K.O.] K.O. up to 1 of your opponent's Characters with 5000 base power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-003.png?240524
OP04-004,OP04-004,C,CHARACTER,,Karoo,Red,1,2000,1000,Animal/Alabasta,Strike,[Activate: Main] You may rest this Character: Give up to 1 rested DON!! card to each of your {Alabasta} type Characters.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-004.png?240524
OP04-005,OP04-005,C,CHARACTER,,Kung Fu Jugon,Red,1,1000,1000,Animal/Alabasta,Strike,"If you have a [Kung Fu Jugon] other than this Character, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-005.png?240524
OP04-006,OP04-006,UC,CHARACTER,,Koza,Red,3,3000,2000,Alabasta,Slash,[When Attacking] You may give your 1 active Leader −5000 power during this turn: This Character gains +2000 power until the start of your next turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-006.png?240524
OP04-007,OP04-007,C,CHARACTER,,Sanji,Red,1,3000,1000,Alabasta/Straw Hat Crew,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-007.png?240524
OP04-008,OP04-008,R,CHARACTER,,Chaka,Red,3,5000,-,Alabasta,Slash,"[DON!! x1] [When Attacking] If your Leader is [Nefeltari Vivi], give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 0 power or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-008.png?240524
OP04-009,OP04-009,UC,CHARACTER,,Super Spot-Billed Duck Troops,Red,2,3000,2000,Animal/Alabasta,Strike,[When Attacking] You may give your 1 active Leader −5000 power during this turn: Return this Character to the owner's hand at the end of this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-009.png?240524
OP04-010,OP04-010,C,CHARACTER,,Tony Tony.Chopper,Red,3,4000,1000,Animal/Alabasta/Straw Hat Crew,Strike,[On Play] Play up to 1 {Animal} type Character card with 3000 power or less from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-010.png?240524
OP04-011,OP04-011,C,CHARACTER,,Nami,Red,2,3000,1000,Alabasta/Straw Hat Crew,Wisdom,"[When Attacking] Reveal 1 card from the top of your deck. If the revealed card is a Character card with 6000 power or more, this Character gains +3000 power during this turn. Then, place the revealed card at the bottom of your deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-011.png?240524
OP04-012,OP04-012,C,CHARACTER,,Nefeltari Cobra,Red,2,-,1000,Alabasta,Wisdom,[Your Turn] All of your {Alabasta} type Characters other than this Character gain +1000 power.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-012.png?240524
OP04-013,OP04-013,SR,CHARACTER,,Pell,Red,5,6000,-,Alabasta,Slash,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-013.png?240524
OP04-013,OP04-013_p1,SR,CHARACTER,,Pell,Red,5,6000,-,Alabasta,Slash,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-013_p1.png?240524
OP04-014,OP04-014,UC,CHARACTER,,Monkey.D.Luffy,Red,8,9000,-,Alabasta/Straw Hat Crew,Strike,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-014.png?240524
OP04-015,OP04-015,R,CHARACTER,,Roronoa Zoro,Red,5,6000,1000,Alabasta/Straw Hat Crew,Slash,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-015.png?240524
OP04-016,OP04-016,R,EVENT,,Bad Manners Kick Course,Red,-,-,-,Alabasta/Straw Hat Crew,-,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle., Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-016.png?240524
OP04-017,OP04-017,C,EVENT,,Happiness Punch,Red,1,-,-,Alabasta/Straw Hat Crew,-,"[Counter] Give up to 1 of your opponent's Leader or Character cards −2000 power during this turn. Then, if your Leader is active, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-017.png?240524
OP04-018,OP04-018,UC,EVENT,,Enchanting Vertigo Dance,Red,3,-,-,Alabasta,-,"[Main] If your Leader has the {Alabasta} type, give up to 2 of your opponent's Characters −2000 power during this turn.", Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-018.png?240524
OP04-019,OP04-019,L,LEADER,4,Donquixote Doflamingo,Green/Purple,,5000,-,The Seven Warlords of the Sea/Donquixote Pirates,Special,[End of Your Turn] Set up to 2 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-019.png?240524
OP04-019,OP04-019_p1,L,LEADER,4,Donquixote Doflamingo,Green/Purple,,5000,-,The Seven Warlords of the Sea/Donquixote Pirates,Special,[End of Your Turn] Set up to 2 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-019_p1.png?240524
OP04-020,OP04-020,L,LEADER,4,Issho,Green/Black,,5000,-,Navy,Special,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.[End of Your Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your Characters with a cost of 5 or less as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-020.png?240524
OP04-020,OP04-020_p1,L,LEADER,4,Issho,Green/Black,,5000,-,Navy,Special,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.[End of Your Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your Characters with a cost of 5 or less as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-020_p1.png?240524
OP04-021,OP04-021,C,CHARACTER,,Viola,Green,3,3000,2000,Donquixote Pirates,Special,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's DON!! cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-021.png?240524
OP04-022,OP04-022,UC,CHARACTER,,Eric,Green,1,2000,1000,East Blue,Slash,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 1 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-022.png?240524
OP04-023,OP04-023,C,CHARACTER,,Kuro,Green,6,8000,1000,East Blue/Black Cat Pirates,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-023.png?240524
OP04-024,OP04-024,SR,CHARACTER,,Sugar,Green,2,-,1000,Donquixote Pirates,Special,"[Opponent's Turn] [Once Per Turn] When your opponent plays a Character, if your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters. Then, rest this Character.[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-024.png?240524
OP04-024,OP04-024_p1,SR,CHARACTER,,Sugar,Green,2,-,1000,Donquixote Pirates,Special,"[Opponent's Turn] [Once Per Turn] When your opponent plays a Character, if your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters. Then, rest this Character.[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-024_p1.png?240524
OP04-025,OP04-025,C,CHARACTER,,Giolla,Green,4,4000,1000,Donquixote Pirates,Special,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-025.png?240524
OP04-026,OP04-026,R,CHARACTER,,Senor Pink,Green,3,5000,-,Donquixote Pirates,Special,"[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): If your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters with a cost of 4 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-026.png?240524
OP04-027,OP04-027,C,CHARACTER,,Daddy Masterson,Green,4,5000,-,East Blue/Former Navy,Ranged,[DON!! x1] [End of Your Turn] Set this Character as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-027.png?240524
OP04-028,OP04-028,R,CHARACTER,,Diamante,Green,5,6000,1000,Donquixote Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [End of Your Turn] If you have 2 or more active DON!! cards, set this Character as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-028.png?240524
OP04-028,OP04-028_p1,R,CHARACTER,,Diamante,Green,5,6000,1000,Donquixote Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [End of Your Turn] If you have 2 or more active DON!! cards, set this Character as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP04-028_p1.png?240524
